Day fraction since midnight on 	photometer (mg/L)	 (volts)
0.6677564493	0.5915796161	3.5109703541
0.6677680411	0.5915591121	3.5109813213
0.6677796072	0.5925280452	3.5104634762
0.6677911784	0.5920810103	3.5107023716
0.6678027448	0.5929594636	3.5102329254
0.6678143364	0.5934730172	3.5099585056
0.6678259025	0.5946880579	3.5093092918
0.6678374777	0.5945764780	3.5093688965
0.6678490441	0.5962067246	3.5084979534
0.6678606339	0.5965222716	3.5083293915
0.6678722003	0.5976904035	3.5077054501
0.6678837667	0.5982823372	3.5073893070
0.6678953563	0.5997658968	3.5065970421
0.6679069240	0.6010795832	3.5058956146
0.6679184904	0.6014685631	3.5056879520
0.6679300796	0.6030174494	3.5048611164
0.6679416463	0.6040890217	3.5042891502
0.6679532179	0.6057527065	3.5034012794
0.6679648077	0.6068062782	3.5028390884
0.6679763972	0.6091605425	3.5015830994
0.6679879405	0.6101520061	3.5010542870
0.6679995070	0.6133347750	3.4993569851
0.6680110965	0.6145055294	3.4987328053
0.6680226633	0.6174908280	3.4971415997
0.6680342300	0.6184567213	3.4966268539
0.6680458010	0.6223541498	3.4945504665
0.6680573905	0.6231585741	3.4941220284
0.6680689634	0.6289266348	3.4910509586
0.6680805295	0.6302602291	3.4903411865
0.6680921253	0.6373729110	3.4865574837
0.6681036918	0.6375585198	3.4864587784
0.6681152602	0.6452208161	3.4823861122
0.6681268270	0.6454846859	3.4822459221
0.6681383953	0.6562914848	3.4765079021
0.6681499852	0.6571078897	3.4760746956
0.6681615538	0.6712408662	3.4685816765
0.6681731203	0.6712008119	3.4686028957
0.6681847098	0.6902356744	3.4585294724
0.6681962759	0.6893761754	3.4589838982
0.6682078443	0.7156209350	3.4451284409
0.6682194339	0.7163938880	3.4447209835
0.6682310038	0.7544499636	3.4247031212
0.6682425706	0.7531841993	3.4253675938
0.6682541370	0.8035489321	3.3990011215
0.6682657262	0.7993761301	3.4011800289
0.6682772977	0.8639814258	3.3675577641
0.6682888642	0.8614273667	3.3688824177
0.6683004550	0.9288231730	3.3340537548
0.6683120211	0.9267376661	3.3351275921
0.6683235923	1.0001504421	3.2974758148
0.6683351588	0.9981216192	3.2985122204
0.6683467513	1.0772932768	3.2582397461
0.6683583177	1.0811342001	3.2562949657
0.6683698942	1.1560386419	3.2185332775
0.6683814837	1.1552181244	3.2189452648
0.6683930330	1.2323942184	3.1803615093
0.6684046228	1.2350828648	3.1790232658
0.6684161889	1.3144518137	3.1396977901
0.6684277556	1.3222495317	3.1358528137
0.6684393311	1.3970906734	3.0991182327
0.6684509210	1.4080607891	3.0937592983
0.6684624916	1.4835789204	3.0570447445
0.6684740581	1.4935942888	3.0521986485
0.6684856352	1.5710071325	3.0149221420
0.6684972017	1.5862665176	3.0076119900
0.6685087701	1.6577425003	2.9735348225
0.6685203600	1.6761977673	2.9647798538
0.6685319264	1.7431091070	2.9331874847
0.6685434929	1.7638463974	2.9234437943
0.6685550866	1.8341072798	2.8905968666
0.6685666530	1.8646154404	2.8764138222
0.6685782436	1.9277100563	2.8472332954
0.6685898100	1.9582477808	2.8331830502
0.6686013765	2.0210564137	2.8044342995
0.6686129430	2.0534887314	2.7896676064
0.6686245324	2.1195032597	2.7597742081
0.6686360989	2.1584959030	2.7422196865
0.6686476901	2.2134146690	2.7176234722
0.6686592338	2.2509210110	2.7009115219
0.6686708279	2.3042609692	2.6772639751
0.6686823943	2.3480284214	2.6579644680
0.6686939646	2.4028198719	2.6339354515
0.6687055314	2.4541656971	2.6115496159
0.6687171239	2.5019278526	2.5908403397
0.6687286903	2.5517461300	2.5693559647
0.6687402599	2.5975627899	2.5497019291
0.6687518263	2.6509203911	2.5269384384
0.6687634178	2.6961095333	2.5077648163
0.6687750070	2.7553379536	2.4827795029
0.6687865541	2.7933180332	2.4668438435
0.6687981436	2.8534452915	2.4417524338
0.6688097183	2.8894166946	2.4268212318
0.6688212843	2.9527537823	2.4006750584
0.6688328554	2.9893884659	2.3856356144
0.6688444449	3.0551702976	2.3587832451
0.6688560130	3.0885388851	2.3452367783
0.6688675794	3.1544840336	2.3186123371
0.6688791559	3.1837568283	2.3068561554
0.6688907224	3.2528157234	2.2792720795
0.6689022954	3.2821640968	2.2676134109
0.6689138852	3.3593068123	2.2371485233
0.6689254493	3.3808581829	2.2286839485
0.6689370157	3.4569151402	2.1989729404
0.6689485897	3.4803726673	2.1898598671
0.6689601793	3.5607578754	2.1588101387
0.6689717457	3.5824058056	2.1504955292
0.6689833122	3.6649544239	2.1189725399
0.6689948861	3.6813895702	2.1127307415
0.6690064756	3.7639839649	2.0815346241
0.6690180452	3.7773747444	2.0765037537
0.6690296121	3.8619480133	2.0449018478
0.6690411876	3.8759620190	2.0396938324
0.6690527775	3.9660096169	2.0064222813
0.6690643318	3.9725961685	2.0040016174
0.6690759212	4.0627403259	1.9710494280
0.6690874864	4.0680289268	1.9691264629
0.6690990760	4.1594948769	1.9360454082
0.6691106533	4.1620502472	1.9351260662
0.6691222196	4.2578778267	1.9008352757
0.6691337863	4.2544188499	1.9020665884
0.6691453761	4.3488755226	1.8686082363
0.6691569460	4.3474664688	1.8691048622
0.6691685124	4.4443054199	1.8351590633
0.6691800809	4.4452314377	1.8348362446
0.6691916476	4.5417861938	1.8013545275
0.6692032229	4.5382394791	1.8025782108
0.6692148126	4.6311435699	1.7706865072
0.6692263833	4.6246037483	1.7729206085
0.6692379497	4.7231616974	1.7394210100
0.6692495253	4.7200050354	1.7404884100
0.6692610914	4.8199181557	1.7068879604
0.6692726835	4.8109097481	1.7099021673
0.6692842499	4.9100494385	1.6768949032
0.6692958442	4.9028630257	1.6792752743
0.6693074107	5.0043931007	1.6458194256
0.6693189771	5.0004725456	1.6471042633
0.6693305663	5.0995755196	1.6147953272
0.6693421289	5.0881056786	1.6185165644
0.6693536953	5.1863012314	1.5868113041
0.6693652656	5.1787304878	1.5892435312
0.6693768547	5.2802700996	1.5567923784
0.6693884238	5.2748656273	1.5585104227
0.6693999902	5.3708500862	1.5281505585
0.6694115567	5.3613371849	1.5311450958
0.6694231462	5.4579725266	1.5008721352
0.6694347259	5.4520258904	1.5027257204
0.6694462926	5.5471744537	1.4732142687
0.6694578668	5.5504722595	1.4721970558
0.6694694333	5.6362023354	1.4458818436
0.6694810031	5.6340308189	1.4465453625
0.6694925926	5.7205481529	1.4202344418
0.6695041598	5.7208218575	1.4201515913
0.6695157266	5.8042230606	1.3950270414
0.6695273076	5.8159904480	1.3915008307
0.6695388740	5.8896532059	1.3695309162
0.6695504636	5.8967189789	1.3674330711
0.6695620299	5.9737229347	1.3446755409
0.6695736138	5.9852948189	1.3412724733
0.6695851806	6.0572185516	1.3202182055
0.6695967484	6.0774683952	1.3143205643
0.6696083379	6.1384348869	1.2966445684
0.6696199110	6.1597151756	1.2905029058
0.6696314771	6.2217254639	1.2726885080
0.6696430506	6.2454466820	1.2659062147
0.6696546401	6.3037676811	1.2493067980
0.6696662137	6.3346080780	1.2405722141
0.6696777801	6.3857951164	1.2261408567
0.6696893553	6.4151415825	1.2179039717
0.6697009217	6.4674263000	1.2032951117
0.6697124903	6.4992599487	1.1944417953
0.6697240798	6.5488448143	1.1807138920
0.6697356462	6.5925803185	1.1686679125
0.6697472358	6.6317596436	1.1579262018
0.6697588082	6.6740183830	1.1463925838
0.6697703746	6.7107763290	1.1364040375
0.6697819534	6.7562851906	1.1240938902
0.6697935198	6.7919988632	1.1144766808
0.6698050862	6.8498735428	1.0989724398
0.6698166757	6.8767166138	1.0918151140
0.6698282301	6.9297018051	1.0777496099
0.6698398197	6.9556570053	1.0708897114
0.6698513807	7.0112895966	1.0562522411
0.6698629702	7.0369505882	1.0495309830
0.6698745415	7.1002626419	1.0330295563
0.6698861080	7.1190490723	1.0281554461
0.6698976934	7.1810441017	1.0121425390
0.6699092602	7.2022547722	1.0066891909
0.6699208307	7.2647705078	0.9906905293
0.6699323974	7.2838425636	0.9858317375
0.6699439923	7.3526892662	0.9683775902
0.6699555587	7.3632636070	0.9657086134
0.6699671273	7.4309601784	0.9486955404
0.6699786934	7.4427771568	0.9457387328
0.6699902671	7.5140705109	0.9279825687
0.6700018565	7.5248436928	0.9253115654
0.6700134323	7.6018023491	0.9063239098
0.6700249987	7.6053781509	0.9054456353
0.6700365652	7.6788282394	0.8874812722
0.6700481547	7.6848630905	0.8860117197
0.6700597211	7.7604374886	0.8676921129
0.6700712876	7.7650871277	0.8665699959
0.6700828823	7.8451247215	0.8473450541
0.6700944487	7.8454184532	0.8472748399
0.6701060179	7.9218039513	0.8290861249
0.6701175844	7.9246330261	0.8284154534
0.6701291601	8.0004100800	0.8105288148
0.6701407494	8.0023975372	0.8100616336
0.6701523184	8.0830688477	0.7911883593
0.6701638847	8.0814218521	0.7915720940
0.6701754756	8.1610221863	0.7731106281
0.6701870420	8.1617317200	0.7729467750
0.6701986358	8.2400732040	0.7549371719
0.6702101790	8.2422838211	0.7544313073
0.6702217651	8.3238582611	0.7358484268
0.6702333548	8.3209896088	0.7364991903
0.6702449280	8.4025592804	0.7180787921
0.6702565174	8.3999519348	0.7186650038
0.6702680643	8.4808521271	0.7005546093
0.6702796309	8.4812803268	0.7004592419
0.6702912049	8.5647611618	0.6819413900
0.6703027712	8.5584783554	0.6833291650
0.6703143433	8.6399555206	0.6654078364
0.6703259326	8.6351146698	0.6664680839
0.6703375050	8.7162466049	0.6487734914
0.6703490713	8.7143449783	0.6491863728
0.6703606607	8.7997856140	0.6307192445
0.6703722270	8.7919425964	0.6324072480
0.6703837923	8.8734035492	0.6149473190
0.6703953818	8.8662824631	0.6164674163
0.6704069557	8.9487686157	0.5989338160
0.6704185220	8.9452962875	0.5996686816
0.6704300928	9.0283222198	0.5821750164
0.6704416593	9.0209798813	0.5837154388
0.6704532531	9.1003065109	0.5671374202
0.6704648192	9.0927591324	0.5687085390
0.6704763878	9.1724863052	0.5521792769
0.6704879541	9.1696748734	0.5527595878
0.6704995493	9.2522773743	0.5357823968
0.6705111157	9.2466306686	0.5369378924
0.6705226862	9.3290367126	0.5201446414
0.6705342526	9.3238773346	0.5211916566
0.6705458450	9.4050579071	0.5047881007
0.6705574116	9.4042301178	0.5049545765
0.6705689821	9.4833040237	0.4891166389
0.6705805487	9.4768152237	0.4904110730
0.6705921441	9.5525932312	0.4753523469
0.6706037101	9.5466527939	0.4765282869
0.6706152788	9.6229257584	0.4614883363
0.6706268450	9.6254673004	0.4609893560
0.6706384406	9.6927871704	0.4478237331
0.6706500073	9.6946601868	0.4474588931
0.6706615759	9.7658586502	0.4336441159
0.6706731423	9.7656688690	0.4336809218
0.6706847317	9.8299608231	0.4212994576
0.6706962980	9.8391685486	0.4195332527
0.6707078670	9.8982896805	0.4082368016
0.6707194565	9.9076738358	0.4064506292
0.6707310197	9.9655666351	0.3954716623
0.6707425861	9.9750814438	0.3936740160
0.6707541718	10.0348062515	0.3824332356
0.6707657382	10.0540637970	0.3788245618
0.6707773137	10.1044464111	0.3694199324
0.6707889030	10.1261806488	0.3653789461
0.6708004710	10.1763620377	0.3560863733
0.6708120374	10.2316617966	0.3459056318
0.6708236103	10.2876596451	0.3356596529
0.6708351767	10.2404441833	0.3442944884
0.6708467517	10.3503379822	0.3242666721
0.6708583411	10.4331111908	0.3093418777
0.6708699132	10.4676427841	0.3031559289
0.6708814795	10.5027465820	0.2968916297
0.6708930526	10.5345172882	0.2912430763
0.6709046419	10.5691013336	0.2851170003
0.6709162096	10.6012954712	0.2794352472
0.6709277991	10.6496763229	0.2709349096
0.6709393653	10.6830472946	0.2650982738
0.6709509317	10.7161808014	0.2593245804
0.6709625224	10.7482166290	0.2537621260
0.6709740660	10.7804546356	0.2481846809
0.6709856567	10.8018112183	0.2445006222
0.6709972231	10.8299760818	0.2396555096
0.6710087931	10.8491382599	0.2363678664
0.6710203825	10.8766527176	0.2316592038
0.6710319384	10.8972711563	0.2281401008
0.6710435278	10.9373378754	0.2213246971
0.6710550958	10.9550161362	0.2183272392
0.6710666621	10.9887037277	0.2126313895
0.6710782515	11.0086832047	0.2092634439
0.6710898178	11.0497817993	0.2023587674
0.6711013905	11.0657644272	0.1996819675
0.6711129567	11.1148290634	0.1914946288
0.6711245513	11.1260795593	0.1896234602
0.6711361176	11.1822462082	0.1803170443
0.6711476907	11.1924610138	0.1786307096
0.6711592569	11.2419986725	0.1704798490
0.6711708289	11.2524404526	0.1687674522
0.6711824183	11.3224334717	0.1573401242
0.6711940077	11.3290719986	0.1562609524
0.6712055509	11.4120159149	0.1428434253
0.6712171374	11.3661890030	0.1502415091
0.6712287037	11.4097061157	0.1432153881
0.6712402778	11.4123296738	0.1427929401
0.6712518669	11.4582338333	0.1354203224
0.6712634423	11.4819679260	0.1316230893
0.6712750086	11.5627231598	0.1187778115
0.6712865817	11.5505962372	0.1206993684
0.6712981480	11.5839347839	0.1154226735
0.6713097233	11.6470508575	0.1054862440
0.6713212897	11.7158098221	0.0947403833
0.6713328824	11.7115373611	0.0954057202
0.6713444718	11.7674379349	0.0867253467
0.6713560193	11.7509479523	0.0892802551
0.6713675856	11.7841749191	0.0841367841
0.6713791800	11.8096103668	0.0802122876
0.6713907460	11.8553943634	0.0731757134
0.6714023195	11.8795557022	0.0694767460
0.6714138855	11.9479494095	0.0590597615
0.6714254574	11.9412994385	0.0600690879
0.6714370468	11.9685411453	0.0559388474
0.6714486131	11.9985542297	0.0514027365
0.6714601794	12.0575723648	0.0425269343
0.6714717726	12.0543317795	0.0430127569
0.6714833390	12.1032867432	0.0356917121
0.6714949099	12.0845146179	0.0384943411
0.6715064766	12.1310386658	0.0315589942
0.6715180498	12.0941667557	0.0370525494
0.6715296392	12.1421575546	0.0299068205
0.6715412092	12.9488725662	-0.0846899822
0.6715527756	12.1874046326	0.0232044812
0.6715643530	12.3038978577	0.0061023030
0.6715759422	13.0404233932	-0.0970592499
0.6715875262	12.4652538300	-0.0172240753
0.6715990926	12.4146442413	-0.0099526905
0.6716106498	12.4403715134	-0.0136541724
0.6716222160	12.4914436340	-0.0209710523
0.6716338096	12.5238370895	-0.0255905371
0.6716453762	12.5504732132	-0.0293765292
0.6716569494	13.2345132828	-0.1228708401
0.6716685158	12.6327009201	-0.0409939140
0.6716801018	12.6977882385	-0.0501148477
0.6716916681	12.7735319138	-0.0606464967
0.6717032655	12.8061676025	-0.0651571453
0.6717148088	12.8495683670	-0.0711303428
0.6717264027	12.8415298462	-0.0700261518
0.6717379693	12.8721265793	-0.0742236674
0.6717495445	12.8709669113	-0.0740649402
0.6717611108	12.9070930481	-0.0790032893
0.6717726949	12.9107093811	-0.0794965327
0.6717842609	12.9394083023	-0.0834040195
0.6717958558	12.9372730255	-0.0831137523
0.6718074222	12.9648036957	-0.0868513286
0.6718189917	12.9580926895	-0.0859413296
0.6718305579	12.9775714874	-0.0885808468
0.6718421296	13.6968202591	-0.1821602881
0.6718537190	12.9966869354	-0.0911657140
0.6718652857	13.0565929413	-0.0992309004
0.6718768520	13.1339750290	-0.1095698401
0.6718884235	13.1435699463	-0.1108455658
0.6719000130	13.2207765579	-0.1210622415
0.6719116023	13.2313613892	-0.1224560961
0.6719231456	13.3127393723	-0.1331178397
0.6719347205	13.3177556992	-0.1337719709
0.6719463099	13.3885097504	-0.1429588497
0.6719578680	13.3895006180	-0.1430870742
0.6719694573	13.4582920074	-0.1519493461
0.6719810200	13.4597215652	-0.1521327943
0.6719926094	13.5205221176	-0.1599083096
0.6720041610	13.5186805725	-0.1596736014
0.6720157501	13.5716609955	-0.1664078087
0.6720273190	13.5803298950	-0.1675059348
0.6720388856	13.6258649826	-0.1732567996
0.6720504607	13.6233901978	-0.1729449183
0.6720620505	13.6632680893	-0.1779588908
