Day fraction since midnight on	Time (s)	Hydraulic Residence Time	pH
0.649422287	127	0.1251924711	7.817959786
0.6494338653	128	0.1261782386	7.818916798
0.6494454266	129	0.1271640061	7.819693565
0.6494570075	130	0.1281497736	7.819046974
0.6494685751	131	0.1291355411	7.816604137
0.6494801567	132	0.1301213085	7.810157776
0.6494917379	133	0.131107076	7.800845146
0.6495033063	134	0.1320928435	7.796638966
0.6495148837	135	0.133078611	7.793296337
0.6495264464	136	0.1340643785	7.790146351
0.6495380327	137	0.135050146	7.785262108
0.6495496023	138	0.1360359135	7.783656597
0.649561183	139	0.137021681	7.782018662
0.6495727505	140	0.1380074485	7.778532028
0.6495843202	141	0.1389932159	7.77596283
0.6495959026	142	0.1399789834	7.77341032
0.6496074767	143	0.1409647509	7.771482468
0.6496190457	144	0.1419505184	7.770806789
0.6496306212	145	0.1429362859	7.769711018
0.6496421902	146	0.1439220534	7.766345024
0.6496537766	147	0.1449078209	7.764766693
0.6496653377	148	0.1458935884	7.760277271
0.6496769114	149	0.1468793559	7.75379324
0.6496884912	150	0.1478651233	7.752108097
0.6497000676	151	0.1488508908	7.750109196
0.6497116399	152	0.1498366583	7.752526283
0.6497232173	153	0.1508224258	7.755735397
0.6497347888	154	0.1518081933	7.75743866
0.6497463559	155	0.1527939608	7.757560253
0.6497579361	156	0.1537797283	7.755369186
0.6497695033	157	0.1547654958	7.751744747
0.6497810833	158	0.1557512633	7.747221947
0.6497926632	159	0.1567370308	7.741904259
0.6498042278	160	0.1577227982	7.737804413
0.6498158093	161	0.1587085657	7.734260082
0.649827382	162	0.1596943332	7.731311321
0.6498389556	163	0.1606801007	7.731274605
0.6498505284	164	0.1616658682	7.729609966
0.6498620966	165	0.1626516357	7.727995873
0.6498736757	166	0.1636374032	7.724074364
0.649885248	167	0.1646231707	7.721155644
0.6498968249	168	0.1656089382	7.720011711
0.6499084012	169	0.1665947056	7.719638348
0.6499199668	170	0.1675804731	7.722631455
0.6499315609	171	0.1685662406	7.726107597
0.6499431201	172	0.1695520081	7.726033688
0.6499546888	173	0.1705377756	7.723905087
0.6499662685	174	0.1715235431	7.722846508
0.6499778431	175	0.1725093106	7.714764118
0.6499894091	176	0.1734950781	7.711121082
0.6500009842	177	0.1744808456	7.71350193
0.6500125659	178	0.175466613	7.715272427
0.6500241344	179	0.1764523805	7.71573925
0.650035712	180	0.177438148	7.715307713
0.6500472796	181	0.1784239155	7.713499546
0.6500588627	182	0.179409683	7.712309837
0.650070428	183	0.1803954505	7.709354878
0.6500820106	184	0.181381218	7.705840588
0.6500935784	185	0.1823669855	7.703100681
0.6501051542	186	0.183352753	7.694795132
0.6501167336	187	0.1843385204	7.690236092
0.6501283063	188	0.1853242879	7.687619209
0.6501398737	189	0.1863100554	7.686469555
0.6501514552	190	0.1872958229	7.685888767
0.6501630213	191	0.1882815904	7.685688019
0.6501746118	192	0.1892673579	7.684117794
0.6501861736	193	0.1902531254	7.679187298
0.6501977465	194	0.1912388929	7.665619373
0.6502093176	195	0.1922246604	7.655272484
0.650220896	196	0.1932104278	7.655294418
0.6502324685	197	0.1941961953	7.655672073
0.6502440449	198	0.1951819628	7.652159691
0.6502556271	199	0.1961677303	7.654838562
0.650267187	200	0.1971534978	7.654855728
0.6502787654	201	0.1981392653	7.652857304
0.6502903407	202	0.1991250328	7.649596214
0.6503019093	203	0.2001108003	7.648144722
0.6503134927	204	0.2010965678	7.647474766
0.6503250787	205	0.2020823352	7.649456024
0.6503366423	206	0.2030681027	7.64975214
0.6503482083	207	0.2040538702	7.653588295
0.6503597877	208	0.2050396377	7.6571908
0.6503713731	209	0.2060254052	7.654312611
0.6503829365	210	0.2070111727	7.647740841
0.6503945181	211	0.2079969402	7.64598465
0.6504060886	212	0.2089827077	7.647442818
0.6504176519	213	0.2099684752	7.647734642
0.6504292452	214	0.2109542426	7.646090031
0.6504408027	215	0.2119400101	7.640307903
0.6504523916	216	0.2129257776	7.640795231
0.6504639558	217	0.2139115451	7.637651444
0.6504755259	218	0.2148973126	7.631820202
0.6504871031	219	0.2158830801	7.632046223
0.6504986777	220	0.2168688476	7.632975578
0.6505102507	221	0.2178546151	7.631262779
0.650521819	222	0.2188403826	7.633190155
0.6505333983	223	0.21982615	7.634180069
0.6505449736	224	0.2208119175	7.636115551
0.6505565411	225	0.221797685	7.635811329
0.6505681242	226	0.2227834525	7.636902809
0.6505797035	227	0.22376922	7.635693073
0.6505912669	228	0.2247549875	7.634763718
0.6506028496	229	0.225740755	7.632519722
0.6506144134	230	0.2267265225	7.628623962
0.6506259855	231	0.22771229	7.62607193
0.6506375663	232	0.2286980574	7.625874996
0.6506491318	233	0.2296838249	7.625869751
0.6506607141	234	0.2306695924	7.623858929
0.650672289	235	0.2316553599	7.622806549
0.650683863	236	0.2326411274	7.621228695
0.6506954393	237	0.2336268949	7.619616032
0.6507070085	238	0.2346126624	7.617070675
0.6507185917	239	0.2355984299	7.613479614
0.650730158	240	0.2365841974	7.609024048
0.6507417251	241	0.2375699648	7.601559162
0.6507533015	242	0.2385557323	7.594404221
0.6507648772	243	0.2395414998	7.591272831
0.6507764588	244	0.2405272673	7.591406345
0.6507880403	245	0.2415130348	7.592861176
0.6507996016	246	0.2424988023	7.591750145
0.6508111728	247	0.2434845698	7.589319706
0.6508227521	248	0.2444703373	7.584747315
0.6508343292	249	0.2454561048	7.581938744
