Day fraction since midnight on	photometer (mg/L)	(volts)
0.5976981294	13.2211647	-0.121113345
0.5977097188	12.97245312	-0.0878878981
0.5977213081	12.86357975	-0.0730526596
0.5977328744	12.75021267	-0.0574135222
0.5977444407	12.61852074	-0.0389980562
0.5977560301	12.52772141	-0.0261432435
0.5977675733	12.43748379	-0.0132392589
0.5977791626	12.34768963	-0.0002698212
0.5977907289	12.22505951	0.0176521484
0.5978022952	12.14642811	0.0292727519
0.5978138846	12.0736599	0.0401174761
0.5978254509	12.21888733	0.0185607187
0.5978370172	12.45586872	-0.0158788022
0.5978486065	12.32355022	0.003238803
0.5978601728	12.17702198	0.0247393828
0.5978717622	12.16558552	0.0264322776
0.5978833285	12.38746929	-0.0060313139
0.5978948948	12.41372395	-0.0098200468
0.5979064611	12.49839783	-0.0219640825
0.5979180504	12.47832012	-0.0190948285
0.5979296167	12.30709171	0.0056364303
0.597941183	11.99693489	0.0516471565
0.5979527724	11.78751564	0.0836206675
0.5979643617	11.62068367	0.1096288413
0.597975928	11.51704407	0.1260296255
0.597987494	11.54613876	0.1214063913
0.5979990606	11.64911175	0.1051630154
0.5980106269	11.78917027	0.08336512
0.5980222163	11.83144188	0.0768525302
0.5980337825	11.77019405	0.0862986967
0.5980453488	11.67408562	0.1012514457
0.5980569383	11.62090588	0.1095938906
0.5980685045	11.5879221	0.1147930026
0.5980800708	11.56995583	0.1176328585
0.5980916602	11.63665009	0.1071189418
0.5981032265	11.6141777	0.1106528565
0.5981147927	11.55112171	0.1206160635
0.5981263821	11.50435925	0.1280499399
0.5981379484	11.51820469	0.1258448213
0.5981495377	11.45417976	0.1360699087
0.598161104	11.34125137	0.1542830467
0.5981726703	11.15244293	0.1852479875
0.5981842594	10.96740532	0.2162300944
0.598195826	10.92333889	0.2237024903
0.5982073923	10.9409523	0.2207113206
0.5982189816	10.93921375	0.2210064232
0.598230548	11.00416565	0.2100243419
0.5982421142	11.05605602	0.2013073564
0.5982537037	11.0969038	0.1944805384
0.5982652699	11.03803635	0.204328835
0.5982768361	10.84753799	0.2366421521
0.5982884255	10.68964195	0.2639473975
0.5982999915	10.49224186	0.2987635732
0.5983115581	10.38651752	0.3177263141
0.5983231475	10.30162144	0.3331150413
0.5983347138	10.15566635	0.3599126041
0.59834628	10.13853264	0.3630868495
0.5983578694	10.20605564	0.3506119549
0.5983694357	10.18142128	0.3551524282
0.598381002	9.974549294	0.39377442
0.5983925914	9.923200607	0.403499037
0.5984041577	9.884888649	0.4107908905
0.5984157239	9.924230576	0.4033034742
0.5984273133	10.08587265	0.3728807867
0.5984388798	10.11575699	0.3673157394
0.5984504459	10.08472061	0.3730958104
0.5984620353	10.02960968	0.3834083378
0.5984736016	9.978469849	0.3930342197
0.5984851679	9.826426506	0.4219777286
0.5984967572	9.758259773	0.43511343
0.5985083234	9.757662773	0.4352289736
0.5985198899	9.789258957	0.4291276038
0.5985314791	9.790023804	0.4289801121
0.5985430451	9.803030968	0.4264748693
0.5985546118	9.748792648	0.4369455278
0.5985662011	9.590527535	0.4678612351
0.598577767	9.519352913	0.4819422364
0.5985893337	9.490737915	0.4876348376
0.5986009231	9.477383614	0.4902976751
0.5986124893	9.407623291	0.5042722225
0.5986240556	9.358088493	0.5142609477
0.598635645	9.403208733	0.5051600933
0.5986472344	9.508748055	0.4840498269
0.5986587777	9.511862755	0.4834305942
0.5986703669	9.225507736	0.5412672162
0.5986819329	9.071022987	0.5732402802
0.5986935226	9.029919624	0.5818400383
0.5987050889	9.008609772	0.5863137841
0.5987166783	9.051768303	0.5772638917
0.5987282215	9.105351448	0.5660880208
0.5987398108	9.053091049	0.5769871473
0.5987513771	8.987172127	0.5908252597
0.5987629434	9.037774086	0.5801936984
0.5987745328	9.09119606	0.5690340996
0.5987860987	9.13742733	0.5594297051
0.5987976655	9.173408508	0.5519888997
0.5988092547	9.126385689	0.5617191195
0.598820821	9.13513279	0.5599052906
0.598832387	9.076753616	0.5720444918
0.5988439767	8.872783661	0.6150797009
0.5988555661	8.693223	0.653778553
0.5988671323	8.543049812	0.6867409945
0.5988786983	8.445063591	0.7085462213
0.5988902649	8.36727047	0.7260273695
0.5989018312	8.292449951	0.7429834604
0.5989134205	8.116147995	0.7834979892
0.5989250099	7.994261265	0.8119745851
0.5989365532	8.033512116	0.8027622104
0.5989481425	8.133730888	0.7794218659
0.5989597087	8.159770966	0.7733995914
0.5989712751	8.035749435	0.802238524
0.5989828645	7.957146645	0.8207224011
0.5989944307	8.03722477	0.8018929958
0.599005997	8.11928463	0.7827703357
0.5990175863	8.044611931	0.8001643419
0.5990291527	7.977914333	0.8158230186
0.599040719	8.060343742	0.7964878082
0.5990523083	8.116997719	0.783300817
0.5990638746	8.229079247	0.7574551702
0.5990754409	8.272535324	0.7475203276
0.5990870303	8.307375908	0.7395896316
0.5990986197	8.250551224	0.7525402904
0.5991102091	8.086528778	0.7903825641
0.5991217522	7.896781921	0.8350273967
0.5991333185	7.657357216	0.8927175403
0.5991449079	7.588551045	0.9095818996
0.5991564742	7.488568783	0.9343178272
0.5991680405	7.47832489	0.9368677735
0.5991796299	7.470039368	0.9389322996
0.5991911962	7.484125137	0.9354236126
