Day fraction since midnight on	T (s)	Hydraulic Residence Time	pH probe (pH)
0.617246308	510	0.5051525561	6.291738033
0.6172578746	511	0.5061430513	6.285252094
0.6172694511	512	0.5071335465	6.285788059
0.6172810404	513	0.5081240417	6.288678169
0.6172926009	514	0.5091145369	6.293426514
0.6173041668	515	0.5101050321	6.295311928
0.6173157442	516	0.5110955273	6.291255951
0.6173273169	517	0.5120860225	6.290481091
0.6173388906	518	0.5130765177	6.293744564
0.6173504622	519	0.5140670129	6.286441326
0.6173620454	520	0.5150575082	6.287672997
0.6173736124	521	0.5160480034	6.285171509
0.617385201	522	0.5170384986	6.280671597
0.6173967679	523	0.5180289938	6.276274681
0.6174083404	524	0.519019489	6.269878864
0.6174199197	525	0.5200099842	6.27230835
0.6174314903	526	0.5210004794	6.274898052
0.6174430597	527	0.5219909746	6.280939579
0.6174546384	528	0.5229814698	6.27404213
0.6174662173	529	0.523971965	6.273209572
0.6174777863	530	0.5249624602	6.265670776
0.6174893568	531	0.5259529554	6.262415409
0.6175009272	532	0.5269434506	6.264543057
0.6175125071	533	0.5279339459	6.263944626
0.6175240822	534	0.5289244411	6.257094383
0.6175356496	535	0.5299149363	6.260923863
0.6175472311	536	0.5309054315	6.259002209
0.6175588056	537	0.5318959267	6.248595238
0.6175703727	538	0.5328864219	6.2586689
0.6175819588	539	0.5338769171	6.260511398
0.6175935269	540	0.5348674123	6.257894039
0.6176050942	541	0.5358579075	6.260485649
0.617616678	542	0.5368484027	6.251569748
0.6176282627	543	0.5378388979	6.249972343
0.6176398222	544	0.5388293931	6.238790035
0.6176514097	545	0.5398198884	6.236951351
0.6176629679	546	0.5408103836	6.240298748
0.6176745446	547	0.5418008788	6.23783493
0.6176861196	548	0.542791374	6.23764801
0.6176977018	549	0.5437818692	6.238803864
0.6177092686	550	0.5447723644	6.237527847
0.617720838	551	0.5457628596	6.23528719
0.6177324135	552	0.5467533548	6.233279228
0.6177439978	553	0.54774385	6.23159647
0.6177555655	554	0.5487343452	6.230777741
0.617767141	555	0.5497248404	6.232293606
0.617778707	556	0.5507153356	6.227092743
0.6177902859	557	0.5517058308	6.226072311
0.6178018619	558	0.5526963261	6.223777294
0.6178134277	559	0.5536868213	6.221520424
0.6178250086	560	0.5546773165	6.225188255
0.6178365756	561	0.5556678117	6.222640991
0.6178481607	562	0.5566583069	6.222553253
0.6178597251	563	0.5576488021	6.221032143
0.6178713016	564	0.5586392973	6.221737385
0.6178828801	565	0.5596297925	6.219952583
0.6178944521	566	0.5606202877	6.218858719
0.6179060401	567	0.5616107829	6.214887142
0.6179175987	568	0.5626012781	6.212717056
0.6179291701	569	0.5635917733	6.21963501
0.6179407511	570	0.5645822686	6.217642307
0.6179523188	571	0.5655727638	6.215946198
0.6179638966	572	0.566563259	6.209056377
0.6179754867	573	0.5675537542	6.208274365
0.6179870454	574	0.5685442494	6.204883099
0.6179986121	575	0.5695347446	6.198022842
0.6180101897	576	0.5705252398	6.198210239
0.6180217763	577	0.571515735	6.197548389
0.618033342	578	0.5725062302	6.197282314
0.6180449135	579	0.5734967254	6.188428879
0.6180564835	580	0.5744872206	6.187805653
0.61806807	581	0.5754777158	6.191497326
0.6180796388	582	0.576468211	6.18883276
0.6180912058	583	0.5774587063	6.190374374
0.6181027883	584	0.5784492015	6.192873478
0.6181143582	585	0.5794396967	6.186089039
0.6181259365	586	0.5804301919	6.187239647
0.6181375061	587	0.5814206871	6.188580036
0.6181490853	588	0.5824111823	6.187876225
0.6181606551	589	0.5834016775	6.182722569
0.6181722375	590	0.5843921727	6.181450367
0.6181837985	591	0.5853826679	6.1794343
0.618195381	592	0.5863731631	6.179733753
0.6182069512	593	0.5873636583	6.183311462
0.618218529	594	0.5883541535	6.187688828
0.6182301016	595	0.5893446488	6.186274052
0.618241677	596	0.590335144	6.194761276
0.6182532467	597	0.5913256392	6.178868294
0.6182648166	598	0.5923161344	6.180601597
0.6182763922	599	0.5933066296	6.18155241
0.6182879691	600	0.5942971248	6.178884029
0.6182995482	601	0.59528762	6.173029423
0.6183111352	602	0.5962781152	6.174397945
0.6183226964	603	0.5972686104	6.172135353
0.6183342673	604	0.5982591056	6.161345959
0.6183458444	605	0.5992496008	6.160848141
0.6183574209	606	0.600240096	6.160464764
0.6183689909	607	0.6012305912	6.159646034
0.6183805796	608	0.6022210865	6.161358357
0.6183921404	609	0.6032115817	6.158602715
0.6184037111	610	0.6042020769	6.155825138
0.6184152871	611	0.6051925721	6.154623509
0.6184268599	612	0.6061830673	6.153131485
0.6184384332	613	0.6071735625	6.147880077
0.6184500148	614	0.6081640577	6.142829418
0.6184615842	615	0.6091545529	6.142426968
0.618473161	616	0.6101450481	6.143619061
0.6184847321	617	0.6111355433	6.14875555
0.6184963059	618	0.6121260385	6.145120144
0.6185078814	619	0.6131165337	6.141061783
0.6185194569	620	0.614107029	6.140636444
0.6185310301	621	0.6150975242	6.142875195
0.6185426164	622	0.6160880194	6.149918079
0.6185541774	623	0.6170785146	6.151516438
0.6185657516	624	0.6180690098	6.14806509
0.6185773377	625	0.619059505	6.148387909
0.6185888966	626	0.6200500002	6.151951313
0.618600471	627	0.6210404954	6.145701885
0.6186120592	628	0.6220309906	6.139990807
0.6186236212	629	0.6230214858	6.138723373
0.6186351881	630	0.624011981	6.133640289
0.618646771	631	0.6250024762	6.127375603
0.6186583559	632	0.6259929714	6.126375198
0.6186699189	633	0.6269834667	6.124315739
