Day fraction since midnight on	t (s)	photometer (mg/L)	photometer (volts)
0.6525450074	641	1.787883759	2.912177563
0.6525565738	642	1.769251704	2.920907736
0.6525681632	643	1.762293577	2.92417264
0.6525797527	644	1.768054724	2.921469212
0.652591296	645	1.756769657	2.926766396
0.6526028855	646	1.750285268	2.929813147
0.6526144516	647	1.742465496	2.933490276
0.6526260413	648	1.727018714	2.940763235
0.6526376078	649	1.723615408	2.942367315
0.6526491742	650	1.722896218	2.942706347
0.6526607636	651	1.716709614	2.945624113
0.65267233	652	1.710008979	2.948786497
0.6526838964	653	1.718915224	2.944583654
0.6526954628	654	1.704999924	2.951152086
0.6527070522	655	1.678554535	2.963663101
0.6527186187	656	1.701837063	2.952646494
0.652730185	657	1.678314447	2.963776827
0.6527417745	658	1.659151435	2.97286582
0.6527533409	659	1.657489538	2.973654985
0.6527649072	660	1.660179377	2.972377777
0.6527764968	661	1.632995606	2.985302687
0.6527880631	662	1.613275051	2.994703531
0.6527996295	663	1.631951809	2.985799789
0.652811219	664	1.60859108	2.996939421
0.6528228085	665	1.604793429	2.998753071
0.6528343748	666	1.597817898	3.002086401
0.6528459412	667	1.608387828	2.997036457
0.6528575076	668	1.614132404	2.994294405
0.652869074	669	1.581140518	3.010066271
0.6528806635	670	1.582427979	3.00944972
0.652892253	671	1.584939122	3.008247376
0.652903796	672	1.574658275	3.013171911
0.6529153857	673	1.575975657	3.012540579
0.6529269521	674	1.559652925	3.02036953
0.6529385416	675	1.561750412	3.019362688
0.6529501077	676	1.556773305	3.021752119
0.6529616974	677	1.531674266	3.03382206
0.6529732638	678	1.534774065	3.032329559
0.6529848302	679	1.539199829	3.030199528
0.6529963966	680	1.515758157	3.041493416
0.6530079861	681	1.508279681	3.045102596
0.6530195525	682	1.512379766	3.043123484
0.6530311189	683	1.504167199	3.047088623
0.6530427083	684	1.487489939	3.055151701
0.6530542747	685	1.497884989	3.050124168
0.6530658411	686	1.487559438	3.055118084
0.6530774306	687	1.479894161	3.058829069
0.653088997	688	1.476915956	3.06027174
0.6531005631	689	1.481421709	3.058089256
0.6531121529	690	1.457449317	3.069713354
0.6531237191	691	1.451283097	3.072708368
0.6531353085	692	1.446481347	3.075042009
0.6531468749	693	1.440006375	3.078190804
0.6531584412	694	1.437667012	3.079329014
0.6531700303	695	1.430633903	3.082752705
0.6531815969	696	1.424182177	3.085895777
0.6531931629	697	1.413965464	3.090877533
0.6532047295	698	1.404428601	3.095532894
0.6532163186	699	1.397776008	3.098783255
0.6532278852	700	1.405883908	3.094822168
0.6532394515	701	1.384162545	3.105442047
0.6532510409	702	1.383445621	3.105792999
0.6532626072	703	1.396044016	3.099629879
0.6532741736	704	1.379394412	3.107776642
0.653285763	705	1.373583317	3.110623598
0.6532973293	706	1.369298816	3.112723827
0.6533088955	707	1.355662704	3.119414806
0.6533204849	708	1.349459887	3.122461796
0.6533320513	709	1.331689715	3.131202459
0.6533436173	710	1.337850809	3.128170013
0.653355207	711	1.331372023	3.131358862
0.6533667733	712	1.333148837	3.130484104
0.6533783396	713	1.328722239	3.132663727
0.653389929	714	1.326289177	3.133862257
0.6534014954	715	1.331199169	3.131443977
0.6534130613	716	1.317534447	3.138177395
0.6534246511	717	1.316174507	3.138848066
0.6534362173	718	1.308051109	3.14285636
0.6534477837	719	1.302541614	3.145576954
0.6534593731	720	1.293966651	3.149814606
0.6534709625	721	1.304363966	3.144676924
0.6534825057	722	1.291681171	3.15094471
0.6534940951	723	1.28938818	3.152078867
0.6535056611	724	1.275266409	3.159070015
0.6535172277	725	1.282962918	3.155258417
0.6535288168	726	1.263941765	3.164684296
0.6535403831	727	1.265834093	3.163745642
0.6535519497	728	1.25916183	3.167056084
0.6535635391	729	1.26167357	3.165809631
0.6535751285	730	1.25462842	3.169306755
0.6535866945	731	1.247452974	3.172871351
0.6535982611	732	1.230880857	3.181114912
0.6536098505	733	1.216593504	3.188234091
0.6536213938	734	1.217463732	3.187800169
0.6536329832	735	1.225757599	3.183666468
0.6536445725	736	1.217967272	3.187549114
0.6536561158	737	1.202200413	3.195417404
0.6536677052	738	1.198096752	3.197467566
0.6536792946	739	1.206279278	3.193380594
0.6536908379	740	1.195353746	3.198838472
0.6537024272	741	1.19138813	3.200821161
0.6537139935	742	1.187856436	3.202587605
0.6537255598	743	1.17243135	3.210310936
0.6537371492	744	1.18057251	3.206233025
0.6537487386	745	1.162031531	3.215525627
0.653760305	746	1.158776403	3.217159033
0.6537718713	747	1.153730989	3.219691992
0.6537834373	748	1.167729735	3.212667704
0.653795004	749	1.154910445	3.21909976
0.6538066161	750	1.156918287	3.218091726
0.6538181827	751	1.166115999	3.213476896
0.6538297259	752	1.155013919	3.219047785
0.6538413154	753	1.145927072	3.223612547
0.6538529044	754	1.160211206	3.216439009
0.653864448	755	1.135313749	3.228950024
0.653876037	756	1.13724041	3.227980614
0.6538876036	757	1.123301625	3.234998465
0.6538991697	758	1.113562703	3.239908218
0.6539107591	759	1.105624914	3.243913889
0.6539223257	760	1.109909296	3.241751432
0.6539339148	761	1.098011255	3.247759342
0.6539454814	762	1.103087425	3.24519515
0.6539570477	763	1.089640141	3.251991034
0.653968614	764	1.085607648	3.254030943
0.6539802031	765	1.116475821	3.238439083
0.6539917698	766	1.098965406	3.24727726
0.6540033361	767	1.092043281	3.250775814
0.6540149251	768	1.083956242	3.2548666
0.6540264917	769	1.083274603	3.255211592
0.6540380812	770	1.067360401	3.263273001
0.6540496474	771	1.070401549	3.261731386
0.6540612138	772	1.063230634	3.26536727
0.6540728031	773	1.060544729	3.266729832
0.6540843691	774	1.044303298	3.274977922
0.6540959585	775	1.048442245	3.272874594
0.6541075251	776	1.04376626	3.275250912
0.6541190914	777	1.041775942	3.27626276
0.6541306577	778	1.049357295	3.272409678
0.6541422471	779	1.038761735	3.277795553
0.6541538131	780	1.026545644	3.284013033
0.6541653797	781	1.017897725	3.288419485
0.6541769691	782	1.015357733	3.289714575
0.6541885354	783	1.012288332	3.291280031
0.6542001017	784	1.014019251	3.290397167
0.6542116911	785	1.005023837	3.294987202
0.6542232574	786	0.9968706369	3.299151421
0.6542348237	787	0.9940360785	3.300600052
0.6542464131	788	0.9901682138	3.302577496
0.6542579794	789	0.9870914817	3.304151058
0.6542695454	790	0.9860913157	3.304662705
0.6542811351	791	0.9729229212	3.311404467
0.6542927011	792	0.963537395	3.316215515
0.6543042677	793	0.9686570764	3.313590527
0.6543158568	794	0.9625203013	3.316737175
0.6543274234	795	0.9485568404	3.323904991
0.6543389897	796	0.9526501894	3.321802616
0.6543505791	797	0.9513818026	3.322453976
0.6543621454	798	0.9482867718	3.324043751
0.6543737114	799	0.9521715045	3.322048426
0.6543853011	800	0.9461461902	3.325143576
0.6543968671	801	0.9484482408	3.323960781
0.6544084334	802	0.9335038662	3.331644535
0.6544200231	803	0.9195755124	3.338817358
0.6544315891	804	0.9414631128	3.32755065
0.6544431557	805	0.9255006909	3.335764647
0.6544547448	806	0.9337591529	3.331513166
0.6544663114	807	0.9133601785	3.342021704
0.6544778777	808	0.9126445651	3.342390776
0.6544894671	809	0.9082778096	3.344643593
0.6545010334	810	0.8992708325	3.349293709
0.6545126228	811	0.9063896537	3.34561801
0.6545241891	812	0.8977192044	3.350095272
0.6545357554	813	0.8967805505	3.350580216
0.6545473214	814	0.8940759897	3.351977825
0.6545589111	815	0.8849689364	3.356687069
0.6545705005	816	0.8885388374	3.354840517
0.6545820434	817	0.8798149824	3.359354258
0.6545936331	818	0.8784020543	3.360085726
0.6546052224	819	0.8667699099	3.366111994
0.6546167654	820	0.8657949567	3.366617441
0.6546283548	821	0.8683732748	3.365280867
0.6546399213	822	0.8644329309	3.367323637
0.6546514877	823	0.8564651012	3.3714571
0.654663077	824	0.8529987931	3.373256445
0.654674643	825	0.8550392985	3.372197151
0.6546862094	826	0.8489485383	3.375359774
0.6546977987	827	0.8393366933	3.38035512
0.6547093654	828	0.8476607203	3.376028776
0.6547209544	829	0.8358068466	3.382190943
0.6547325211	830	0.8337592483	3.383256197
0.6547440873	831	0.8322623372	3.384035111
0.6547556537	832	0.8263856769	3.387094259
0.6547672431	833	0.8273431063	3.386595726
0.6547788093	834	0.8295674324	3.385437727
0.6547903753	835	0.8289417624	3.385763407
0.6548019647	836	0.8233606815	3.388669729
0.6548135314	837	0.8239955306	3.388339043
0.6548250976	838	0.8188639879	3.391012669
0.654836687	839	0.8271828294	3.386679173
0.6548482764	840	0.8119866848	3.394598246
0.6548598196	841	0.812456131	3.39435339
0.654871409	842	0.8053904772	3.398039818
0.6548829754	843	0.8102086186	3.395525694
0.6548945416	844	0.8064818382	3.397470236
0.654906131	845	0.8075906634	3.396891594
0.654917697	846	0.7974403501	3.402191162
0.6549292636	847	0.7966576815	3.40260005
0.6549408527	848	0.7839136124	3.409262896
0.6549524421	849	0.7863141298	3.408007145
0.6549639856	850	0.789799571	3.406184435
0.654975575	851	0.7914180756	3.405338287
0.6549871413	852	0.7860283256	3.408156633
0.6549987073	853	0.7842968702	3.409062386
0.655010297	854	0.7776275873	3.412552834
0.6550218633	855	0.7829958797	3.409743071
0.6550334297	856	0.7738049626	3.414554596
0.655045019	857	0.7679562569	3.41761899
0.6550565853	858	0.7721577287	3.415417433
0.6550681517	859	0.7653014064	3.419010639
0.655079741	860	0.7666580677	3.418299437
0.6550913073	861	0.7608299255	3.421355486
0.6551028736	862	0.7636166811	3.41989398
0.655114463	863	0.7642973661	3.419537067
0.6551260293	864	0.7608685493	3.42133522
0.6551376418	865	0.7669768929	3.418132305
0.655149185	866	0.7547875047	3.424525976
0.6551607513	867	0.7604126334	3.421574354
0.6551723404	868	0.7527114153	3.425615788
0.6551839071	869	0.7525510788	3.425699949
0.6551954734	870	0.7496170402	3.42724061
0.6552070627	871	0.7419409156	3.431273699
0.6552186287	872	0.7419086695	3.431290627
0.6552302181	873	0.7390447259	3.43279624
0.6552417847	874	0.7373127937	3.433706999
0.655253351	875	0.7325732708	3.436200142
0.6552649173	876	0.7381311059	3.433276653
0.6552765067	877	0.7354030013	3.434711456
0.6552880727	878	0.7381188869	3.433283091
0.6552996623	879	0.7331582904	3.435892344
0.6553112286	880	0.7244082093	3.440498352
0.655322795	881	0.7274518013	3.438895702
0.655334361	882	0.722244978	3.441637754
0.6553459504	883	0.7249532938	3.440211296
0.655357517	884	0.7302273512	3.437434673
0.6553690833	885	0.7208496928	3.442372799
0.6553806727	886	0.7188122272	3.443446398
0.655392239	887	0.7186167836	3.443549395
0.6554038281	888	0.7255939245	3.439873934
0.6554153946	889	0.7161414623	3.444854021
0.655426961	890	0.7381587625	3.43326211
0.6554385503	891	0.7101565003	3.448009968
0.6554501166	892	0.7105637193	3.447795153
0.6554616827	893	0.7086071968	3.448827267
0.6554732493	894	0.7096515894	3.448276281
0.6554848383	895	0.7036194205	3.451459408
0.6554964049	896	0.7107359767	3.447704315
0.655507971	897	0.7066917419	3.449837923
0.6555195607	898	0.7045869231	3.450948715
0.6555311267	899	0.7036275268	3.451455116
0.6555426932	900	0.7048986554	3.450784206
0.6555542827	901	0.7033005357	3.451627731
0.655565849	902	0.7005075216	3.45310235
0.6555774383	903	0.7011405826	3.452768087
0.6555890047	904	0.6994023323	3.453685999
0.655600571	905	0.7017804384	3.452430248
0.6556121373	906	0.697745204	3.454561234
0.6556237267	907	0.6978106499	3.454526663
0.655635293	908	0.6949028969	3.456062794
0.6556468823	909	0.6924963593	3.457334518
0.6556584486	910	0.6906781197	3.458295584
0.655670038	911	0.6966177225	3.455156803
0.6556815813	912	0.6919992566	3.457597256
0.6556931707	913	0.6907706261	3.458246708
0.655704737	914	0.6917827725	3.457711697
0.6557163032	915	0.6924701929	3.457348347
0.6557278926	916	0.6874102354	3.460023403
0.6557394586	917	0.6865423322	3.460482359
0.6557510249	918	0.6866122484	3.460445404
0.6557626146	919	0.684065938	3.461792231
0.6557741809	920	0.6858400106	3.460853815
0.6557857472	921	0.6820245981	3.462872267
0.6557973367	922	0.6831245422	3.462290287
0.655808926	923	0.6847830415	3.461412907
0.6558204692	924	0.6830447316	3.462332487
0.6558320586	925	0.6830825806	3.46231246
0.6558436249	926	0.6810995936	3.46336174
0.6558552143	927	0.6836364269	3.462019444
0.6558667806	928	0.6780765057	3.464961767
0.6558783469	929	0.6849926114	3.461302042
0.6558899363	930	0.6790052652	3.464470148
0.6559015026	931	0.6757316589	3.466203213
0.655913092	932	0.6764908433	3.465801239
0.6559246349	933	0.6781134605	3.464942217
0.6559362243	934	0.6775856018	3.465221643
0.6559478025	935	0.6767988801	3.465638161
0.6559593687	936	0.6748244166	3.466683626
0.6559709582	937	0.6747370362	3.466729879
0.6559825244	938	0.674795568	3.466698885
0.6559940907	939	0.6767637134	3.465656757
0.6560056686	940	0.6726266742	3.467847586
0.6560172349	941	0.671118021	3.468646765
0.6560288009	942	0.6710995436	3.46865654
0.6560403906	943	0.6712588668	3.46857214
0.6560519569	944	0.6672003865	3.470722675
0.6560635233	945	0.6719294786	3.468216896
0.6560751123	946	0.6692581773	3.469632149
0.6560866789	947	0.6677262783	3.470443964
0.6560982452	948	0.6677905917	3.47040987
0.6561098347	949	0.6663038731	3.471197844
0.6561214006	950	0.66482687	3.47198081
0.65613299	951	0.6660385132	3.471338511
0.6561445566	952	0.666526556	3.471079826
0.6561561229	953	0.6660389304	3.471338272
0.6561676893	954	0.6635906696	3.472636223
0.6561792783	955	0.6627385616	3.473088026
0.6561908679	956	0.6627075672	3.473104477
0.656202434	957	0.6642507911	3.472286224
0.6562140003	958	0.6629107594	3.472996712
0.6562255669	959	0.6635078788	3.472680092
0.656237156	960	0.662955761	3.47297287
0.6562487226	961	0.6609824896	3.474019289
0.6562602886	962	0.6634175181	3.472728014
0.6562719014	963	0.662140131	3.473405361
0.6562834446	964	0.6622084975	3.473369122
0.6562950106	965	0.6608809233	3.474073172
0.6563066003	966	0.6606071591	3.474218369
0.6563181665	967	0.6588128805	3.475170136
0.6563297329	968	0.6583769321	3.475401402
0.656341345	969	0.6594227552	3.474846602
0.6563528885	970	0.6594317555	3.474841833
0.6563644549	971	0.6577770114	3.47571969
0.6563760443	972	0.6573402286	3.475951433
0.6563876105	973	0.6547657847	3.477317572
0.6563991996	974	0.6551944017	3.47709012
0.6564107662	975	0.6550488472	3.477167368
0.6564223325	976	0.6542959213	3.477566958
0.6564338989	977	0.6540169716	3.477715015
0.6564454884	978	0.6551243067	3.477127314
0.6564570546	979	0.6540196538	3.477713585
0.6564686206	980	0.6534348726	3.478024006
0.6564802103	981	0.6521849036	3.478687525
0.6564917765	982	0.6530171633	3.478245735
0.6565033429	983	0.6525338888	3.478502274
0.6565149322	984	0.6505166888	3.47957325
0.6565264985	985	0.6523919702	3.478577614
0.6565380645	986	0.652579248	3.478478193
0.6565496542	987	0.6504520178	3.479607582
0.6565612205	988	0.6501431465	3.479771614
0.6565727869	989	0.6521710157	3.478694916
0.6565843762	990	0.6506788135	3.479487181
0.6565959422	991	0.6507169604	3.479466915
0.6566075316	992	0.6529403329	3.478286505
0.6566190982	993	0.6480281353	3.480894804
0.6566306645	994	0.6481251121	3.480843306
0.6566422305	995	0.6474747062	3.481188774
0.6566538202	996	0.6475918293	3.481126547
0.6566653865	997	0.6484348774	3.480678797
0.6566769525	998	0.6458212137	3.482067108
0.6566885422	999	0.6478202939	3.481005192
0.6567001085	1000	0.6487755775	3.480497837
0.6567116976	1001	0.6476151943	3.481114149
0.6567232642	1002	0.648784101	3.480493307
0.6567348533	1003	0.6478665471	3.480980635
0.6567463965	1004	0.6477242708	3.481056213
0.6567579863	1005	0.6468130946	3.481540203
0.6567695525	1006	0.6455353498	3.482218981
0.6567811188	1007	0.6464688182	3.48172307
0.6567927082	1008	0.6443363428	3.482856035
0.6568042742	1009	0.6453114152	3.482337952
0.6568158408	1010	0.6468274593	3.481532574
0.6568274302	1011	0.6844841838	3.461570978
0.6568390193	1012	0.6447837353	3.482618332
0.6568505856	1013	0.6441483498	3.482955933
0.6568621522	1014	0.6446499825	3.482689381
0.6568737185	1015	0.6425668001	3.483796358
0.6568852848	1016	0.6420657635	3.484062672
0.6568968742	1017	0.6417324543	3.484239817
0.6569084402	1018	0.6419509053	3.484123707
0.6569200069	1019	0.6423698664	3.483901024
0.6569315962	1020	0.6425408125	3.483810186
0.6569431625	1021	0.6546615958	3.477372885
0.6569547285	1022	0.6490965486	3.480327368
0.6569663182	1023	0.6409577727	3.484651566
0.6569778845	1024	0.6403653026	3.484966517
0.6569894508	1025	0.641146183	3.48455143
0.6570010402	1026	0.6401841044	3.485062838
0.6570126065	1027	0.6407204866	3.484777689
0.6570241728	1028	0.6416996717	3.484257221
0.6570357619	1029	0.6398849487	3.485221863
0.6570473285	1030	0.6397243738	3.485307217
0.6570588948	1031	0.6385391355	3.485937357
0.6570704842	1032	0.6391041875	3.48563695
0.6570820505	1033	0.6394310594	3.485463142
0.6570936168	1034	0.6377311349	3.486366987
0.6571052062	1035	0.6379100084	3.486271858
0.6571167725	1036	0.6369684935	3.486772537
0.6571283385	1037	0.6371926665	3.486653328
0.6571399281	1038	0.6383100152	3.486059189
0.6571514944	1039	0.6396360397	3.485354185
0.6571630607	1040	0.6375871897	3.48644352
0.6571746501	1041	0.6358046532	3.487391472
0.6571862164	1042	0.6376687884	3.486400127
0.6571978058	1043	0.6359252334	3.487327337
0.6572093721	1044	0.637558043	3.486459017
0.6572209384	1045	0.6374598742	3.486511231
0.6572325047	1046	0.6380741596	3.486184597
0.6572440941	1047	0.6363672614	3.487092257
0.6572556604	1048	0.6360211968	3.487276316
0.6572672495	1049	0.6360036731	3.487285614
0.6572788162	1050	0.6367608905	3.486882925
0.6572904056	1051	0.6361256242	3.487220764
0.6573019488	1052	0.6354048252	3.487604141
0.6573135381	1053	0.6360211968	3.487276316
0.6573251044	1054	0.6394485831	3.485453844
0.6573366935	1055	0.6354276538	3.487591982
0.6573482602	1056	0.6348803639	3.487883091
0.6573598261	1057	0.6335169077	3.48860836
0.6573714157	1058	0.6350408196	3.487797737
0.6573829822	1059	0.6356885433	3.487453222
0.6573945484	1060	0.6340126395	3.488344669
0.6574061375	1061	0.6342555285	3.488215447
0.6574177038	1062	0.6336374879	3.488544226
0.6574292704	1063	0.634232223	3.488227844
0.6574408598	1064	0.6331081986	3.488825798
0.6574524261	1065	0.632660985	3.48906374
0.6574639921	1066	0.6337800026	3.488468409
0.6574755815	1067	0.6330082417	3.488878965
0.6574871482	1068	0.6325516105	3.489121914
0.6574987141	1069	0.6328895092	3.488942146
0.6575103037	1070	0.6255887151	3.492827892
0.65752187	1071	0.5738142729	3.520474672
0.6575334363	1072	0.5731161833	3.520848513
0.6575450256	1073	0.5730413795	3.520888567
0.6575565916	1074	0.5733805895	3.520706892
0.6575681582	1075	0.5734946132	3.520645857
0.6575797476	1076	0.5727992058	3.521018267
0.6575913138	1077	0.5725877881	3.521131516
0.6576028801	1078	0.5729568005	3.520933867
0.6576144692	1079	0.5721248388	3.521379471
0.6576260357	1080	0.5720380545	3.521425962
0.657637602	1081	0.5722036362	3.521337271
0.6576491911	1082	0.5718097091	3.521548271
0.6576607577	1083	0.5725160837	3.521169901
0.6576723239	1084	0.572200954	3.521338701
0.6576839133	1085	0.5720010996	3.521445751
0.6576954796	1086	0.572022438	3.521434307
0.6577070459	1087	0.572144866	3.521368742
0.6577186352	1088	0.5721542239	3.521363735
0.6577302012	1089	0.5717825294	3.521562815
0.6577417678	1090	0.5719681382	3.521463394
0.6577533572	1091	0.5715599656	3.521682024
0.6577649234	1092	0.571770072	3.52156949
0.6577765128	1093	0.5714865327	3.521721363
0.6577880788	1094	0.5713752508	3.521780968
0.6577996453	1095	0.5714224577	3.521755695
0.6578112116	1096	0.5712328553	3.521857262
0.657822801	1097	0.5710579157	3.52195096
0.6578343673	1098	0.5711959004	3.52187705
0.6578459567	1099	0.570644021	3.522172689
0.657857523	1100	0.571154952	3.521898985
0.6578691122	1101	0.5708118081	3.522082806
0.6578806552	1102	0.5710018277	3.521981001
0.6578922449	1103	0.5707067847	3.522139072
0.6579038342	1104	0.5707334876	3.522124767
0.6579153774	1105	0.5703333616	3.522339106
0.6579269667	1106	0.5705803633	3.522206783
0.6579385561	1107	0.5704798102	3.522260666
0.6579501224	1108	0.5704125762	3.522296667
0.6579616887	1109	0.5705260634	3.52223587
0.657973278	1110	0.5700467825	3.522492647
0.657984844	1111	0.5698741078	3.522585154
0.6579964103	1112	0.5699056983	3.522568226
0.6580079768	1113	0.5697797537	3.522635698
0.6580195432	1114	0.5703280568	3.522341967
0.6580311325	1115	0.569848299	3.522598982
0.6580426987	1116	0.5697214603	3.522666931
0.6580542649	1117	0.5695194006	3.522775173
0.6580658544	1118	0.5695995092	3.522732258
0.6580774204	1119	0.5691674352	3.522963762
0.6580890101	1120	0.5695056319	3.522782564
0.6581005763	1121	0.5690699816	3.523015976
0.6581121657	1122	0.5690615177	3.523020506
0.658123732	1123	0.5693432093	3.522869587
0.6581353213	1124	0.5690744519	3.523013592
0.6581468642	1125	0.5690704584	3.523015738
0.6581584539	1126	0.5689809918	3.52306366
0.6581700201	1127	0.5687602758	3.523181915
0.6581815864	1128	0.5691113472	3.522993803
0.6581931758	1129	0.5689311624	3.523090363
0.658204742	1130	0.5689138174	3.523099661
0.658216308	1131	0.5688968897	3.523108721
0.6582278977	1132	0.5686962008	3.523216248
0.658239464	1133	0.5684822202	3.523330927
0.6582510302	1134	0.568377614	3.523386955
0.6582626196	1135	0.5688003302	3.523160458
0.6582741856	1136	0.5681636333	3.523501635
0.6582857522	1137	0.5682677627	3.523445845
0.6582973185	1138	0.5683700442	3.523391008
0.6583089078	1139	0.5680679679	3.523552895
0.6583204972	1140	0.5683429241	3.523405552
0.6583320401	1141	0.5683180094	3.523418903
0.6583436294	1142	0.5684933066	3.523324966
0.658355196	1143	0.5680888891	3.523541689
0.6583667854	1144	0.5684421659	3.523352385
0.6583783517	1145	0.567730248	3.523733854
0.6583899176	1146	0.5680043101	3.523586988
0.658401507	1147	0.5674014688	3.523910046
0.6584130733	1148	0.5675861239	3.523811102
0.6584246399	1149	0.5671078563	3.524067402
0.6584362292	1150	0.5678210258	3.523685217
0.6584477955	1151	0.5675812364	3.523813725
0.6584593618	1152	0.5706591606	3.522164583
0.6584709508	1153	0.5671950579	3.524020672
0.6584825174	1154	0.5670892	3.524077416
0.6584940836	1155	0.5669606328	3.524146318
0.6585056731	1156	0.5672537684	3.523989201
0.6585172624	1157	0.5668640733	3.524198055
0.6585288056	1158	0.5670887232	3.524077654
0.6585403946	1159	0.5673027039	3.523962975
0.6585519609	1160	0.5673080683	3.523960114
0.6585635506	1161	0.5669828653	3.524134398
0.6585751168	1162	0.5671710372	3.524033546
0.6585866828	1163	0.5670077801	3.524121046
0.6585982725	1164	0.5667697787	3.5242486
0.6586098388	1165	0.5669205785	3.524167776
0.658621405	1166	0.5669619441	3.524145603
0.658632971	1167	0.5667595267	3.524254084
0.6586445607	1168	0.5664614439	3.524413824
0.658656127	1169	0.5662546158	3.524524689
0.6586676933	1170	0.5662679672	3.524517536
0.6586792826	1171	0.5659925938	3.524665117
0.6586908486	1172	0.5664841533	3.524401665
0.6587024379	1173	0.5660669208	3.524625301
0.6587140042	1174	0.5660339594	3.524642944
0.6587255662	1175	0.5659005642	3.52471447
0.6587371476	1176	0.5661807656	3.524564266
0.6587487209	1177	0.5663017631	3.524499416
0.6587603103	1178	0.565823555	3.524755716
0.6587718765	1179	0.5657043457	3.524819613
0.6587834431	1180	0.5656994581	3.524822235
0.6587950325	1181	0.5656381249	3.524855137
0.6588065984	1182	0.5652711391	3.525051832
0.6588181647	1183	0.5656874776	3.524828672
0.6588297544	1184	0.5656505227	3.524848461
0.6588413207	1185	0.5657319427	3.524804831
0.6588528869	1186	0.5652248859	3.525076628
0.658864476	1187	0.5653195977	3.525025845
0.6588760427	1188	0.5656594634	3.524843693
0.6588876086	1189	0.5651310086	3.525126934
0.6588991753	1190	0.5651323795	3.525126219
0.6589107645	1191	0.56528759	3.525043011
0.6589223308	1192	0.5648392439	3.525283337
0.6589339198	1193	0.5652301908	3.525073767
0.6589454861	1194	0.5646578074	3.525380611
0.6589570527	1195	0.5647876859	3.525310993
0.6589686421	1196	0.5643642545	3.525537968
0.6589802083	1197	0.5649815798	3.525207043
