Day fraction since midnight on 	photometer (mg/L)	 (volts)
0.6452330941	17.7905311584	-0.5934489965
0.6452446782	17.8033103943	-0.5944628716
0.6452562589	17.8136463165	-0.5952817202
0.6452678137	17.8451366425	-0.5977709293
0.6452794037	17.8697166443	-0.5997077823
0.6452909585	17.9111385345	-0.6029599905
0.6453025481	19.0332069397	-0.6856062412
0.6453141104	18.8558998108	-0.6732208133
0.6453257000	20.2904472351	-0.7667788267
0.6453372566	19.2910575867	-0.7031888366
0.6453488480	19.1138381958	-0.6911585927
0.6453604184	19.1348247528	-0.6925956011
0.6453719845	19.1046543121	-0.6905286312
0.6453835597	19.2512760162	-0.7005088925
0.6453951258	19.6135673523	-0.7244846225
0.6454067085	18.3292045593	-0.6349604726
0.6454182760	19.9414138794	-0.7453662753
0.6454298526	18.4042835236	-0.6405519247
0.6454414455	19.2701187134	-0.7017797232
0.6454530130	18.4471263885	-0.6437217593
0.6454645795	18.8112945557	-0.6700664759
0.6454761578	19.6016635895	-0.7237121463
0.6454877307	18.9363193512	-0.6788685322
0.6454993022	19.0508766174	-0.6868272424
0.6455108918	19.6600685120	-0.7274928689
0.6455224508	19.2506198883	-0.7004646063
0.6455340403	19.4110774994	-0.7112030387
0.6455456141	19.5687999725	-0.7215738893
0.6455571857	19.1237258911	-0.6918360591
0.6455687431	19.2025833130	-0.6972124577
0.6455803358	20.0565891266	-0.7525238395
0.6455919238	19.6201019287	-0.7249083519
0.6456034694	19.7690773010	-0.7344843149
0.6456150598	19.8388595581	-0.7389156222
0.6456266263	20.5524635315	-0.7823171616
0.6456382108	19.7453536987	-0.7329699397
0.6456497802	19.8321685791	-0.7384923100
0.6456613396	20.2342605591	-0.7633875608
0.6456729116	19.7458419800	-0.7330011725
0.6456844954	19.7460975647	-0.7330174446
0.6456960621	19.7726440430	-0.7347116470
0.6457076439	19.7972087860	-0.7362748981
0.6457192275	20.2578048706	-0.7648111582
0.6457307840	19.4645385742	-0.7147387266
0.6457423762	19.2803440094	-0.7024682760
0.6457539330	19.2387084961	-0.6996597648
0.6457655226	19.2024688721	-0.6972046494
0.6457770944	19.1173114777	-0.6913965344
0.6457886765	19.0425586700	-0.6862527132
0.6458002443	18.9669265747	-0.6810048819
0.6458118342	18.9382171631	-0.6790012121
0.6458233812	18.9019584656	-0.6764616370
0.6458349553	18.8763847351	-0.6746641994
0.6458465300	18.8527088165	-0.6729956269
0.6458581043	18.8218479156	-0.6708142161
0.6458696800	18.8004341125	-0.6692960858
0.6458812516	18.8045177460	-0.6695858240
0.6458928334	18.7945823669	-0.6688807011
0.6459044138	18.8217353821	-0.6708062887
0.6459159881	18.8129119873	-0.6701811552
0.6459275569	18.8390045166	-0.6720278263
0.6459391415	18.8637657166	-0.6737754941
0.6459507100	18.9006843567	-0.6763721108
0.6459622738	18.9262599945	-0.6781648993
0.6459738637	18.9567089081	-0.6802925467
0.6459854370	18.9771862030	-0.6817193031
0.6459970036	19.0211639404	-0.6847727299
0.6460085767	19.0741710663	-0.6884332895
0.6460201429	19.1368942261	-0.6927370429
0.6460317284	19.2308006287	-0.6991248727
0.6460432999	19.2729740143	-0.7019720674
0.6460548678	19.3594837189	-0.7077710629
into photometer
0.6460664370	19.4095726013	-0.7111032605
0.6460780116	19.5148410797	-0.7180463076
0.6460896015	19.5740261078	-0.7219144702
0.6461011715	19.6893424988	-0.7293787003
0.6461127393	19.7371788025	-0.7324472070
0.6461243197	19.8507575989	-0.7396677732
0.6461358996	19.9122829437	-0.7435414791
0.6461474660	20.0285224915	-0.7507880330
0.6461590558	20.0847282410	-0.7542586923
0.6461706182	20.2327346802	-0.7632951736
0.6461821892	20.2823505402	-0.7662913799
0.6461937642	20.4297809601	-0.7750978470
0.6462053308	20.4875679016	-0.7785106301
0.6462169174	20.6400394440	-0.7874108553
0.6462284836	20.6995067596	-0.7908415198
0.6462400625	20.8663654327	-0.8003477454
0.6462516354	20.9160652161	-0.8031454682
0.6462632104	21.0872211456	-0.8126628995
0.6462747770	21.1392955780	-0.8155229688
0.6462863482	21.3190193176	-0.8252679706
0.6462979232	21.3699607849	-0.8279950023
0.6463095119	21.5615882874	-0.8381164074
0.6463210784	21.6089611053	-0.8405855298
